Dis No,Country,Region,Continent,Location,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs,Insured Damages,Total Damages
2019-0623-UGA,Uganda,Eastern Africa,Africa,Central and eastern regions,7.0,,1000.0,,1000.0,,,
2019-0540-UGA,Uganda,Eastern Africa,Africa,"Mukono, Bulambuli, Butaleja, Kasese, Iganga, Busia districts",3.0,,4750.0,,4750.0,,,
2019-0608-URY,Uruguay,South America,Americas,"Canelones, Florida, Durazno, San José and Treinta y Tres departments",,,270.0,,270.0,,,
2020-0270-BRA,Brazil,South America,Americas,"Santa Catarina state; Iraí, Cacique Doble, Barracão, Vacaria and Capão Bonito do Sul (Rio Grande do Sul State); Parana",12.0,,1119.0,,1119.0,,,100000.0
2020-0418-CHE,Switzerland,Western Europe,Europe,,,,13.0,,13.0,,,
2021-0069-CHL,Chile,South America,Americas,"Santiago Metropolitan, O’Higgins, Valparaíso, Maule, Araucanía, and Bío Bío Regions",,,521.0,,521.0,,,150000.0
2020-0495-COL,Colombia,South America,Americas,"San Andre, Providencia Islands (Caribbean Sea), Bolivar, Choco, Guajira, Santa Catalina, Sucre, Atlántico, Magdalena,La Guajira Departments",23.0,,228000.0,,228000.0,,,100000.0
2020-0554-FJI,Fiji,Melanesia,Oceania,"Lau group, Vanua Levu, Taveuni, Kadavu",5.0,,22000.0,,22000.0,,,1120.0
2020-0474-GTM,Guatemala,Central America,Americas,"Alta Verapaz,Petén, Quiché, Sololá, Izabal, Chiquimula, Zacapa, Jutiapa, El Progreso, Santa Rosa departments",160.0,30.0,2415858.0,,2415888.0,,,386000.0
2020-0463-PHL,Philippines (the),South-Eastern Asia,Asia,"Calabarzon, Mimaropa, Bicol Regions; NCR, II, III, V, VIII, CAR regions",31.0,399.0,3355995.0,,3356394.0,,,503294.0
2020-0501-PHL,Philippines (the),South-Eastern Asia,Asia,"National Capital Region, Quezon, Rizal province",111.0,85.0,4945376.0,,4945461.0,,,421000.0
2020-0218-SLV,El Salvador,Central America,Americas,"La Libertad, Santa Ana, San Salvador",32.0,,149840.0,,149840.0,,,220000.0
2020-0010-PAK,Pakistan,Southern Asia,Asia,"Mastung, Qila Abdullah, Kech, Ziarat, Harnai, and Pishin districts (Balochistan); Rajanpur District (Punjab Province); Azad Jammu and Kashmir, Khyber Pakhtunkhwa, Gilgit-Baltistan",107.0,104.0,1000000.0,,1000104.0,,,
2020-0022-BRA,Brazil,South America,Americas,"Alfredo Chaves, Iconha Municipalities (Espirito Santo State); Minas Gerais state; Rio de Janeiro",61.0,12.0,11000.0,,11012.0,,,300000.0
2020-0183-GTM,Guatemala,Central America,Americas,"Zacapa, San Marcos Departments",3.0,,16000.0,,16000.0,,,
2020-0157-KAZ,Kazakhstan,Central Asia,Asia,Maktaaral district (Turkestan province),,,33000.0,,33000.0,,,
2020-0045-PSE,"Palestine, State of",Western Asia,Asia,West Bank and Gaza Strip,3.0,,30000.0,,30000.0,,,
2020-0533-ITA,Italy,Southern Europe,Europe,"Varese, Potenza, Modena, Belluno, Liguria, Venetie, Frioul, Bolzano, Trevise, Vicence Lombardy, Veneto, Trentino-South Tyrol, Friuli-Venezia Giulia, Emilia-Romagna, Campania Regions",2.0,,453.0,,453.0,,,
2020-0095-PAK,Pakistan,Southern Asia,Asia,Khyber Pakhtunkhwa Province,66.0,141.0,4000.0,695.0,4836.0,,,
2020-0019-AUS,Australia,Australia and New Zealand,Oceania,"New South Wales , Victoria States",,,,,,,1000000.0,1500000.0
2020-0474-NIC,Nicaragua,Central America,Americas,"Bonanza Municipality, Bilwi, Jinotega, Yali, Wiwili, Ocotal.",2.0,,30000.0,,30000.0,,,178000.0
2020-0406-ITA,Italy,Southern Europe,Europe,"Massa, Carrara Province (Tuscany Region); Varese Province (Lombardy Region) Ancona Province (Marche Region); Trentino-South Tyrol Region",3.0,20.0,900.0,,920.0,,,60000.0
2021-0016-ESP,Spain,Southern Europe,Europe,"Madrid, Malaga, Zaragoza",4.0,,,,,,,2200000.0
2020-0388-UGA,Uganda,Eastern Africa,Africa,Arua District,8.0,,8700.0,,8700.0,,,
2020-0487-SOM,Somalia,Eastern Africa,Africa,"Xaaf uun, Dul Xaaf uun, Dardaare, Garan, Baarmadowe, Hurdiya, Foocaar, Afdhicin, Haluula, Kurduush, Gumbax, Taageer , Xandha (Iskushuban district, Bari Province, Puntland state)",9.0,,120000.0,,120000.0,,,
2020-0307-THA,Thailand,South-Eastern Asia,Asia,"Loei, Hoa Binh, Quang Ninh Provinces",4.0,,,,,,,
2020-0009-AFG,Afghanistan,Southern Asia,Asia,"Helmand, Kandahar, Zabul, Uruzgan, Laghman, Herat, Badghis, Ghor, Daykundi, Bamyan, Baghlan provinces",13.0,40.0,7441.0,,7481.0,,,
2020-0323-BGD,Bangladesh,Southern Asia,Asia,"Jamalpur, Kurigram, Gaibandha, Tangail, Sylhet, Sirajganj, Bogura, Sunamganj, Sherpur, Netrokona, Lalmonirhat, Moulovi Bazar, Faridpur, Manikganj, Nilphamari Chapai Nawabganj, Rajbari and Kushtia",257.0,,5448271.0,,5448271.0,,,500000.0
2020-0285-BIH,Bosnia and Herzegovina,Southern Europe,Europe,Tuzla Canton,,,15000.0,,15000.0,,,
2020-0058-BOL,Bolivia (Plurinational State of),South America,Americas,"La Paz, Santa Cruz, Potosi, Beni, Cochabamba,Tarija Departments",8.0,11.0,2500.0,,2511.0,,,
2020-0056-BRA,Brazil,South America,Americas,"Marilia, Botucatu, Laranjal Paulista,Taboao da Serra (Sao Paulo State)",5.0,,658.0,,658.0,,,50000.0
2020-0077-BRA,Brazil,South America,Americas,Rio de Janeiro State,4.0,2.0,150.0,,152.0,,,
2020-0083-BRA,Brazil,South America,Americas,"Guaruja , Santos, Sao Vicente (Baixada Santista Regions, Sao Paulo state)",60.0,,,5000.0,5000.0,,,75000.0
2020-0560-BRA,Brazil,South America,Americas,Vale do Itajai region (Santa Caterina State),21.0,,339.0,,339.0,,,75000.0
2020-0259-CIV,Côte d’Ivoire,Western Africa,Africa,"Abobo, Adjamé, Anyama, Cocody, Port-Bouet ,Yopougon (Abidjan area); San-Pedro,Alépé, Divo, Azaguié, Niakaramadougou,Tabou",16.0,32.0,8256.0,,8288.0,,,
2020-0071-COL,Colombia,South America,Americas,Piedecuesta Municipality (Santander Department); Chinchina (Caldas Department),14.0,7.0,150.0,,157.0,,,
2020-0477-COL,Colombia,South America,Americas,Santander department; El Retén and Fundación (Magdalena Department),,,26460.0,,26460.0,,,25000.0
2020-0218-GTM,Guatemala,Central America,Americas,"Chiquimula, El Progreso, Jalapa, Jutiapa, Santa Rosa",2.0,,306000.0,886.0,306886.0,,,
2020-0264-GTM,Guatemala,Central America,Americas,"Huehuetenango, Petén , Sayaxché Departments",,,4070.0,,4070.0,,,
2020-0218-HND,Honduras,Central America,Americas,,5.0,,1200.0,,1200.0,,,
2021-0003-IDN,Indonesia,South-Eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",81.0,933.0,19435.0,,20368.0,,,60000.0
2020-0134-IDN,Indonesia,South-Eastern Asia,Asia,Tana Toraja Regency (South Sulawesi Province); East Kalimantan; West Sumatra,4.0,,100.0,,100.0,,,
2020-0250-IDN,Indonesia,South-Eastern Asia,Asia,"Bantaeng, Jeneponto Districts (South Sulawesi Province); Sawawa, Sawawa Tengah, South Sawawa, and Botu Pingge (Bone Bolango Regency, northern Sulawesi province)",7.0,3.0,12000.0,,12003.0,,,2100.0
2020-0544-IDN,Indonesia,South-Eastern Asia,Asia,Java Island,2.0,2.0,1850.0,,1852.0,,,
2020-0059-IDN,Indonesia,South-Eastern Asia,Asia,"Lima Puluh Kota Regency (West Sumatra Province), West Bandung Regency (West Java) ; Pasaman and Solok Regencies",6.0,,115000.0,,115000.0,,,10000.0
2020-0161-IDN,Indonesia,South-Eastern Asia,Asia,"West Java, Central Kalimantan, northern Sumatra Islands, Banten, Bengkulu, and East Kalimantan Provinces",,,2000.0,,2000.0,,,
2020-0185-IDN,Indonesia,South-Eastern Asia,Asia,"Pasangkayu, Polewali Mandar Districts (West Sulawesi Province)",7.0,,3805.0,,3805.0,,,
2020-0325-IDN,Indonesia,South-Eastern Asia,Asia,"Luwu Utara District (North Luwu Regency, South Sulawesi); West Kalimantan province",105.0,51.0,14483.0,,14534.0,,,10000.0
2020-0486-IDN,Indonesia,South-Eastern Asia,Asia,"West Java, West Sumatra,Central Kalimantan provinces",15.0,,10000.0,,10000.0,,,
2021-0005-IDN,Indonesia,South-Eastern Asia,Asia,"Kalimantan, Sulawesi Island, Maluku Islands",21.0,,,,,,,
2020-0206-IND,India,Southern Asia,Asia,"Lakhimpur, Sontipur, Darrang, Goalpara (Assam state); Sikkim state",1.0,2.0,30000.0,,30002.0,,,
2020-0304-IND,India,Southern Asia,Asia,"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",1922.0,,1300000.0,,1300000.0,,800000.0,7500000.0
2020-0521-ITA,Italy,Southern Europe,Europe,"Cagliari, Nuoro, Sassari, Oristano (Nuoro Province, central-northern Sardinia)",3.0,,250.0,,250.0,,,60000.0
2020-0418-ITA,Italy,Southern Europe,Europe,Liguria and Piemonte Regions of Italy,7.0,2.0,92.0,,94.0,,,
2020-0296-JPN,Japan,Eastern Asia,Asia,"Kumamoto Prefecture, Yatsushiro, and Hitoyoshi cities (Kyushu Region)",82.0,114.0,250000.0,,250114.0,,1200000.0,5800000.0
2020-0164-KEN,Kenya,Eastern Africa,Africa,"West Pokot, Elgeyo Marakwet, Kisumu, Homabay, Tana River, Garissa, Kilifi, Kirinyaga, Siaya, Kakamega, Bomet, Nairobi counties",285.0,,810655.0,,810655.0,,,10000.0
2020-0308-KOR,Korea (the Republic of),Eastern Asia,Asia,North Chungcheong,26.0,7.0,1000.0,,1007.0,,,
2020-0333-KOR,Korea (the Republic of),Eastern Asia,Asia,,42.0,,6000.0,,6000.0,,,420000.0
2020-0016-MDG,Madagascar,Eastern Africa,Africa,"Andapa Municipality; Amparafaravola, Ambatondrazaka (Alaotra Mangoro); Tana V, Tana IV, Tana II, Tana I, Tana III (Analamanga); Maevatanana, Tsaratanana (Betsiboka); Mitsinjo, Ambato Boeny, Marovoay,Majunga I, Majunga II (Boeny); Ambanja, Ambilobe (Diana); Besalampy (Melaky); Port Berger, Mampikomy (Sofia)",40.0,,106846.0,,106846.0,,,
2020-0219-MEX,Mexico,Central America,Americas,"Ciudad del Carmen (Campeche State); Quintana Roo, Yucatan, Tabasco, Chiapas Oaxaca, Veracruz states",,,606.0,,606.0,,,
2020-0353-MEX,Mexico,Central America,Americas,Filomeno Meta municipality (Veracruz State),3.0,,5100.0,,5100.0,,,
2020-0506-MEX,Mexico,Central America,Americas,"Chiapas, Tabasco, Veracruz",27.0,,90000.0,,90000.0,,,
2020-0160-MYS,Malaysia,South-Eastern Asia,Asia,Sarawak State (north-west Borneo Island),,,2000.0,,2000.0,,,
2020-0297-NPL,Nepal,Southern Asia,Asia,"Parbat, Lamjung, Gorkha, Kalikot, Syangaja, Gulmi, Bajhang, Darchula, Bajura, Sindhupalchok, Kaski, Dailekh, Myagdi, Jajarkot, Rukum Paschim, Dhading, Shankhuwashaba, Jhapa, Tanahun, Baglung, Saptari, Lalitpur, Nawalparasi Purba, Chitwan, Dang,Surkhet, Kailali districts",448.0,287.0,117390.0,,117677.0,,,100000.0
2020-0357-PAK,Pakistan,Southern Asia,Asia,"Sindh province, Khyber Pakhtunkhwa, Baluchistan",410.0,170.0,1550000.0,,1550170.0,,,1500000.0
2020-0032-PER,Peru,South America,Americas,Uchumayo (Arequipa); Monzón (Huanuco Department),,,240.0,,240.0,,,
2020-0094-PER,Peru,South America,Americas,"Arequipa, Tacna, Cusco",15.0,23.0,6438.0,,6461.0,,,10000.0
2020-0122-PER,Peru,South America,Americas,"Maranon Province , Huanuco Department (central Peru).",,,550.0,,550.0,,,
2020-0111-PNG,Papua New Guinea,Melanesia,Oceania,"Western Highlands, Chimbu provinces",12.0,,700.0,,700.0,,,
2020-0158-PRI,Puerto Rico,Caribbean,Americas,"Ponce, Peñuelas, Guayanilla provinces",,,150.0,,150.0,,,150000.0
2021-0067-PRY,Paraguay,South America,Americas,"Distrito Capital, Central, Paraguarí, Caaguazú and Canindeyú",10.0,,2000.0,,2000.0,,,
2020-0188-RWA,Rwanda,Eastern Africa,Africa,"Gakenke (Northern province), Nyabihu, Muhangadis, Ngororero, Rubavu districts (Western province)",72.0,,16210.0,,16210.0,,,
2020-0041-RWA,Rwanda,Eastern Africa,Africa,"Kigali Province, southern provinces",19.0,8.0,,490.0,498.0,,,
2020-0171-RWA,Rwanda,Eastern Africa,Africa,"Gatsibo district (East Province), Gicumbi district (North Province), Rulindo districts",9.0,,,,,,,
2020-0384-THA,Thailand,South-Eastern Asia,Asia,"Nan, Phrae, Chiang Mai, Lampang, Phayao, Uttaradit, Lamphun, Mae Hong Son provinces",1.0,,40000.0,,40000.0,,,
2020-0561-THA,Thailand,South-Eastern Asia,Asia,"Pattani ,Yala, Narathiwat provinces",1.0,,139000.0,,139000.0,,,
2020-0166-TZA,"Tanzania, United Republic of",Eastern Africa,Africa,"Arusha and Kilimanjaro Regions), and the Unguja Island (Zanzibar Archipelago)",2.0,,10000.0,,10000.0,,,
2020-0182-UGA,Uganda,Eastern Africa,Africa,"Kween District (central-east Uganda), Girigiri lower plains, Kasese District (South-western Uganda), Kabale District (South-western Uganda)",3.0,,100000.0,,100000.0,,,
2020-0213-UGA,Uganda,Eastern Africa,Africa,Kasese District,11.0,,25000.0,,25000.0,,,
2020-0522-UGA,Uganda,Eastern Africa,Africa,Mbarara and Kasese Districts,7.0,,2300.0,,2300.0,,,
2020-0018-IDN,Indonesia,South-Eastern Asia,Asia,"Kaur Regency (western Bengkulu Province, Sumatra Isl.)",10.0,,,,,,,
2020-0269-MMR,Myanmar,South-Eastern Asia,Asia,Hpakant Township (western Kachin),172.0,47.0,1095.0,,1142.0,,,
2020-0257-NGA,Nigeria,Western Africa,Africa,Akwa Ibom (southern part of the country) and Kwara (west-central Nigeria),4.0,,300.0,,300.0,,,
2020-0007-PRI,Puerto Rico,Caribbean,Americas,"Ponce City, San Juan, Yauco, Guayanilla, Lajas, Guanica",4.0,8.0,4170.0,900.0,5078.0,,400000.0,800000.0
2020-0329-MMR,Myanmar,South-Eastern Asia,Asia,Amarapura Township (Mandalay area),,,20000.0,,20000.0,,,
2021-0027-BOL,Bolivia (Plurinational State of),South America,Americas,Sucre City (Chuquisaca Department),10.0,7.0,,,7.0,,,
2020-0266-CAN,Canada,Northern America,Americas,Calgary (Alberta),,,60000.0,,60000.0,,900000.0,1200000.0
2020-0053-AUS,Australia,Australia and New Zealand,Oceania,New South Wales,1.0,,,,,,,1200000.0
2020-0075-HND,Honduras,Central America,Americas,"La Masica (Atlantida Department); Gracias a Dios, Colón, Cortés, Yoro, Islas de la Bahía.",3.0,,17700.0,,17700.0,,,
2020-0001-ISR,Israel,Western Asia,Asia,Tel Aviv; Haifa District,7.0,,,,,,,580000.0
2020-0305-SDN,Sudan (the),Northern Africa,Africa,"Khartoum, Blue Nile, River Nile, ElGezira, West Kordofan; South Darfur, North Darfur,West Darfur, Gedaref, Sennar, Sennar states",155.0,13.0,875000.0,,875013.0,,,250000.0
2020-0301-URY,Uruguay,South America,Americas,"Montevideo, Lavalleja, Colonia, Canelones",,,360.0,,360.0,,,
2020-0555-JPN,Japan,Eastern Asia,Asia,Minakami ( Gunma prefecture); Yuzawa (Niigata prefecture),,,,,,,,200000.0
2021-0018-JPN,Japan,Eastern Asia,Asia,"Hokuriku, Tohoku, Hokkaido",23.0,394.0,,,394.0,,,
2020-0030-MNG,Mongolia,Eastern Asia,Asia,"Bayankhongor, Bulgan, Govi-Altai, Dornogovi, Dornod, Zavkhan, Uvurkhangai, Sukhbaatar, Selenge, Tuv, Uvs, Khovd, Khuvsgul, Khentii, Dundgobi, Arkhangai, Darkhan-Uul",,,22000.0,,22000.0,,,
2021-0017-TWN,Taiwan (Province of China),Eastern Asia,Asia,"Taipei, New Taipei, Taoyuan Town, Keelung Town, Yunlin County (western Taiwan Island)",18.0,,,,,,,
2020-0060-ARG,Argentina,South America,Americas,"Famaillá, La Reducción, La Madrid, Los Ralos, Yerba Buena municipalities (Tucumán province )",,,250.0,,250.0,,,
2020-0306-ARM,Armenia,Western Asia,Asia,Gyumri,,,2836.0,,2836.0,,,
2020-0109-BDI,Burundi,Eastern Africa,Africa,"Gitega, Ruyigi, Bujumbura Mairie, Rumonge provinces.",2.0,,5000.0,,5000.0,,,
2020-0260-CHN,China,Eastern Asia,Asia,Danba County (Sichuan province),4.0,,20000.0,,20000.0,,,
2020-0488-COL,Colombia,South America,Americas,Puerto Valdivia municupality (Antioquia department),18.0,12.0,,,12.0,,,
2020-0207-CUB,Cuba,Caribbean,Americas,"Sancti Spiritus, Villa Clara, Cienfuegos, Camaguey, Ciego de Avila provinces (central Cuba)",,3.0,3830.0,,3833.0,,,
2020-0373-DOM,Dominican Republic (the),Caribbean,Americas,"Hato Mayor, Samana, El Seibo, Duarte",,,5595.0,,5595.0,,,
2020-0524-IND,India,Southern Asia,Asia,Tamil Nadu and Puducherry,14.0,,,,,,,600000.0
2021-0072-IND,India,Southern Asia,Asia,Uttarakhand state,234.0,,,,,,,
2020-0411-KHM,Cambodia,South-Eastern Asia,Asia,"Pursat, Battambang, Pailin, Kampong Speu, Kampong Chhnang, Banteay Meanchey, Kampong Thom, Phnom Penh, Kandal, Sway Rieng, Stung Treng, Takao, Siem Reap, Preah Videar, Oddar Meanchey Provinces.",38.0,,759360.0,,759360.0,,,100000.0
2020-0403-KOR,Korea (the Republic of),Eastern Asia,Asia,"Gangwon, Jeju, South Gyeongsang, Busan",1.0,,2400.0,,2400.0,,,
2020-0411-LAO,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,"Savannakhet, Trang, Satun, Songkhla, Nakhon Nayok, Sa Kaeo, Salawan, Sekong provinces",2.0,,69764.0,,69764.0,,,
2020-0103-MDG,Madagascar,Eastern Africa,Africa,"Sava region, Maroantsetra (Analanjirofo), Antalaha (Sava)",4.0,,3200.0,,3200.0,,,
2020-0316-MEX,Mexico,Central America,Americas,"Coahuila, Nuevo León,Tamaulipas states",5.0,,,,,,,135000.0
2021-0036-MOZ,Mozambique,Eastern Africa,Africa,"Beira, Sofala, South of Manica, North of Inhambane and Eastern Gaza",11.0,,262216.0,,262216.0,,,
2020-0070-PER,Peru,South America,Americas,"Santa Teresa District (La Convencion Province, Cusco Department); Pisac District (Calca Province, Cusco Department)",15.0,13.0,,,13.0,,,
2020-0558-PHL,Philippines (the),South-Eastern Asia,Asia,"Mindanao Island, Leyte Province (Eastern Visayas), Cagayan Valley (north-eastern Luzon Island), Isabela Province (Luzon)",9.0,2.0,36030.0,,36032.0,,,2293.0
2020-0280-URY,Uruguay,South America,Americas,"Montevideo, Lavalleja, Colonia, and Canelones Departments",,,360.0,,360.0,,,
2020-9235-BFA,Burkina Faso,Western Africa,Africa,,,,2900000.0,,2900000.0,,,
2020-9396-LSO,Lesotho,Southern Africa,Africa,Eswatini,,,766000.0,,766000.0,,,
2020-9424-MDG,Madagascar,Eastern Africa,Africa,"Betioky, Ampanihy, Tuléar II, Amboasary and Bekily districts, Anosy, Androy, Atsimo, Andrefana.",,,725620.0,,725620.0,,,
2020-9569-MLI,Mali,Western Africa,Africa,,,,6800000.0,,6800000.0,,,
2020-9586-MOZ,Mozambique,Eastern Africa,Africa,,,,2700000.0,,2700000.0,,,
2020-9538-MRT,Mauritania,Western Africa,Africa,"Tagant, Guidimakha, Assaba, Gorgol, Hodh El Charghi",,,609000.0,,609000.0,,,
2020-9570-NER,Niger (the),Western Africa,Africa,,,,3700000.0,,3700000.0,,,
2020-0057-IND,India,Southern Asia,Asia,Jammu & Kashmir state,11.0,,,,,,,
2020-0519-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Khuzestan, Ilam, Bushehr, Fars, Qazvin, Kohgiluyeh and Boyer-Ahmad, Golestan, Lorestan Provinces",,,4900.0,,4900.0,,,
2020-0005-TUR,Turkey,Western Asia,Asia,Mut District; Erdemli District; Antalya Province,2.0,,300.0,,300.0,,,
2020-0496-CHN,China,Eastern Asia,Asia,"Shaanxi , Shanxi Provinces",13.0,,120.0,,120.0,,,
2020-0425-CHN,China,Eastern Asia,Asia,Hainan Island (southern China),6.0,,,,,,,14000.0
2020-0102-EGY,Egypt,Northern Africa,Africa,"Cairo, Giza, Monufia, Sharkeia, South Sinai, Red Sea, Beni Suef, Faiyum, Ismailia",40.0,400.0,20000.0,,20400.0,,,76000.0
2020-0132-SLB,Solomon Islands,Melanesia,Oceania,"Espiritu Santo, Malakula, Ambae, Pentecost, Maewo Islands",28.0,,,,,,,
2020-0125-COG,Congo (the),Middle Africa,Africa,Brazzaville,20.0,,,,,,,
2021-0028-MYS,Malaysia,South-Eastern Asia,Asia,"Johor, Pahang, Terengganu, Sabah, Kelantan, Selangor, Perak states",8.0,,35919.0,,35919.0,,,
2020-0098-RWA,Rwanda,Eastern Africa,Africa,"Gisagara District; Gasabo (Kigali), Ngoma, Nyagatare",3.0,22.0,5220.0,,5242.0,,,
2020-0124-AFG,Afghanistan,Southern Asia,Asia,"Takhar, Parwan, Herat, Farah, Badghis, Faryab, Baghlan, Badakhshan, Ghor provinces",56.0,31.0,15000.0,3000.0,18031.0,,,
2020-0153-AFG,Afghanistan,Southern Asia,Asia,Tala Wa Barfak District (south-western Baghlan province); Samangan province,4.0,,5500.0,,5500.0,,,
2020-0311-AFG,Afghanistan,Southern Asia,Asia,Kuz Kunar District (Nangarhar Province); Parwan province,16.0,,,100.0,100.0,,,
2020-0377-AFG,Afghanistan,Southern Asia,Asia,"Parwan, Nuristan, Nangahar, Laghman, Kapisa, Panjshir, Wardak, Logar, Paktiya, Paktika provinces",212.0,170.0,15000.0,5275.0,20445.0,,,
2020-0063-AFG,Afghanistan,Southern Asia,Asia,Daykundi Province,22.0,10.0,,250.0,260.0,,,
2020-0142-AFG,Afghanistan,Southern Asia,Asia,"Nasai District (Badakhshan Province), Jawand District (Badghis Province)",5.0,,,,,,,
2020-0173-AGO,Angola,Middle Africa,Africa,"Kilamba Kiaxi, Talatona Municipalities (Viana, Luanda province); Huila, Malanje, Uige Provinces",30.0,,10600.0,,10600.0,,,
2020-0104-AGO,Angola,Middle Africa,Africa,"Cuanza Sul, Malanje, Lunda Sul, and Cunene Provinces",3.0,,10000.0,,10000.0,,,
2020-0092-ARG,Argentina,South America,Americas,"Chaco, Salta, Tucumán,La Rioja Provinces",3.0,,3000.0,,3000.0,,,10000.0
2020-0595-AUS,Australia,Australia and New Zealand,Oceania,Brisbane,,,,,,,,1200000.0
2021-0058-AUS,Australia,Australia and New Zealand,Oceania,Perth region,,,210.0,,210.0,,,
2020-0055-BDI,Burundi,Eastern Africa,Africa,"Bujumbura Rural, Bujumbura Mairie, Bubanza Provinces",3.0,19.0,9743.0,,9762.0,,,
2020-0172-BDI,Burundi,Eastern Africa,Africa,"Bujumbura City (Bujumbura Mairie Province, central-west Burundi), Cibitoke and Bubanza Provinces",,,27000.0,,27000.0,,,
2020-0051-BEL,Belgium,Western Europe,Europe,,,,,,,,,
2020-0530-BEL,Belgium,Western Europe,Europe,,1460.0,,,,,,,
2020-0421-BEN,Benin,Western Africa,Africa,"Kandi, Karimama and Malanville (Alibori Department, north-eastern Benin)",6.0,,7000.0,,7000.0,,,
2020-0169-BFA,Burkina Faso,Western Africa,Africa,"Kongoussi Commune (Bam Province, Centre-Nord region)",,,21000.0,,21000.0,,,
2020-0248-BFA,Burkina Faso,Western Africa,Africa,"Kongoussi, Pensa, Barsalogho Municipalities",,24.0,14500.0,3500.0,18024.0,,,
2020-0399-BFA,Burkina Faso,Western Africa,Africa,,13.0,19.0,,,19.0,,,
2020-0211-BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar; Satkhira, Jashore, Khulna, Barguna, Bagerhat, Patuakhali, Bhola, Pirojpur districts",26.0,,2600000.0,,2600000.0,,,1500000.0
2020-0474-BLZ,Belize,Central America,Americas,"Cayo, Belize, Stann Creek, and Toledo districts",,,50000.0,,50000.0,,,
2020-0091-BOL,Bolivia (Plurinational State of),South America,Americas,"La Paz, Santa Cruz, Potosi, Beni, Cochabamba, Tarija",17.0,,5000.0,,5000.0,,,10000.0
2021-0001-BOL,Bolivia (Plurinational State of),South America,Americas,"Cochabamba, Tarija, Beni, La Paz Departments",1.0,,13000.0,,13000.0,,,
2020-9582-BRA,Brazil,South America,Americas,,,,,,,,,3000000.0
2020-0191-CAN,Canada,Northern America,Americas,Alberta,1.0,,12936.0,,12936.0,,,1300000.0
2020-0241-CHN,China,Eastern Asia,Asia,,20.0,,600000.0,,600000.0,,,1100000.0
2020-0244-CHN,China,Eastern Asia,Asia,Qiaojia and Ludian (Yunnan province),4.0,24.0,3300.0,,3324.0,,,17000.0
2020-0308-CHN,China,Eastern Asia,Asia,"Zhejiang, Jiangsu Provinces",,,15100.0,,15100.0,,,
2020-0355-CHN,China,Eastern Asia,Asia,Zhangzhou Prefecture (Fujian province),,,12235.0,,12235.0,,,161000.0
2020-0119-CHN,China,Eastern Asia,Asia,Liangshan Prefecture (Sichuan province),19.0,,1200.0,,1200.0,,,
2021-9078-CHN,China,Eastern Asia,Asia,"Guangxi, Hunan, Yunnan provinces",,,,,,,,2400000.0
2020-0276-CHN,China,Eastern Asia,Asia,Mianning county (Sichuan province),22.0,,10000000.0,,10000000.0,,,
2020-0282-CHN,China,Eastern Asia,Asia,"Tongzi, Huishui Counties, Zunyi, Tongren, Qiandongnan Counties (Guizhou Province); Shijiaozhen, Qijiang district (Chongqing province)",3.0,,74000.0,,74000.0,,,
2020-0322-CHN,China,Eastern Asia,Asia,"Anhui, Hubei, Chongqing,Guangxi Zhuang Autonomous Region, Guangdong, Hunan, Guizhou, Yunnan, Jiangxi, Zhejiang, Fujian provinces",280.0,,4200000.0,,4200000.0,,350000.0,17000000.0
2020-0581-CHN,China,Eastern Asia,Asia,,92.0,,,,,,300000.0,4800000.0
2020-0592-CMR,Cameroon,Middle Africa,Africa,"Mayo-Danay, Mayo-Kani (Far North Region)",,,26402.0,,26402.0,,,
2020-0509-COG,Congo (the),Middle Africa,Africa,Likouala region,,,66000.0,,66000.0,,,
2020-0474-COL,Colombia,South America,Americas,"Magdalena, Bolivar, Atlantico",,,49800.0,,49800.0,,,25000.0
2020-0317-COL,Colombia,South America,Americas,"Antioquia, Meta, Putumayo, Tolima, Choco, Caldas departments",11.0,,30000.0,,30000.0,,,10000.0
2020-0474-CRI,Costa Rica,Central America,Americas,"Nandayure, Hojancha of Guanacaste, Corredores,Coto Brus, San José, Alajuela, Heredia, Cartago, Puntarenas, Guanacaste, Limón",,,25000.0,,25000.0,,,
2020-0312-CUB,Cuba,Caribbean,Americas,,,,500.0,,500.0,,,
2020-0051-CZE,Czech Republic (the),Eastern Europe,Europe,,1.0,5.0,,,5.0,,,
2020-0051-DEU,Germany,Western Europe,Europe,,,33.0,,,33.0,,,
2020-0150-DJI,Djibouti,Eastern Africa,Africa,Djibouti city and the south suburb of Balbala,8.0,,110000.0,,110000.0,,,
2020-0312-DOM,Dominican Republic (the),Caribbean,Americas,,2.0,,5500.0,,5500.0,,,165000.0
2020-0376-DOM,Dominican Republic (the),Caribbean,Americas,,4.0,,10000.0,,10000.0,,,
2020-0579-DZA,Algeria,Northern Africa,Africa,Mila province,,,15000.0,,15000.0,,,
